store name, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/788950/matter-wedding-crasher?recommended=false&fromMenu=true"">Wedding Crasher</a><br><a href=""https://www.leafly.com/search?q=Wedding Crasher"">Leafly</a>",<class 'filter'>,matter.,Smalls,$60.00,7.0g,17.90%,1253.00mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/729912/kind-tree-grease-monkey?recommended=false&fromMenu=true"">Grease Monkey</a><br><a href=""https://www.leafly.com/search?q=Grease Monkey"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.00,3.5g,14.80%,518.00mg,0.087/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1062443/calypso-calypso-kush?recommended=false&fromMenu=true"">Calypso Kush </a><br><a href=""https://www.leafly.com/search?q=Calypso Kush "">Leafly</a>",<class 'filter'>,Calypso,Ground,$44.94,7.0g,20.20%,1414.00mg,0.032/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/444304/strane-biscotti-gelato?recommended=false&fromMenu=true"">Biscotti Gelato</a><br><a href=""https://www.leafly.com/search?q=Biscotti Gelato"">Leafly</a>",<class 'filter'>,Strane,Flower,$35.00,3.5g,25.65%,897.75mg,0.039/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/134439/standard-farms-blueberry?recommended=false&fromMenu=true"">Blueberry</a><br><a href=""https://www.leafly.com/search?q=Blueberry"">Leafly</a>",<class 'filter'>,Standard Farms,Flower,$70.00,7.0g,20.70%,1449.00mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/595241/prime-wellness-urban-legend-24-new-car-pheno?recommended=false&fromMenu=true"">Urban Legend #24 (New Car Pheno)</a><br><a href=""https://www.leafly.com/search?q=Urban Legend #24 (New Car Pheno)"">Leafly</a>",<class 'filter'>,Prime Wellness,Flower,$41.25,3.5g,24.13%,844.55mg,0.049/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/816098/maitri-genetics-indiana-bubblegum?recommended=false&fromMenu=true"">Indiana Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Indiana Bubblegum"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,20.43%,715.05mg,0.077/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/972780/cresco-blueberry-space-cake?recommended=false&fromMenu=true"">Blueberry Space Cake</a><br><a href=""https://www.leafly.com/search?q=Blueberry Space Cake"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.75%,796.25mg,0.069/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/587625/maitri-genetics-seven-stars?recommended=false&fromMenu=true"">Seven Stars</a><br><a href=""https://www.leafly.com/search?q=Seven Stars"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,27.61%,966.35mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/782552/cresco-directors-cut?recommended=false&fromMenu=true"">Director's Cut</a><br><a href=""https://www.leafly.com/search?q=Director's Cut"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,24.50%,857.50mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1134210/verano-cream-cookiez?recommended=false&fromMenu=true"">Cream Cookiez</a><br><a href=""https://www.leafly.com/search?q=Cream Cookiez"">Leafly</a>",<class 'filter'>,Verano,Essence Flower,$37.50,3.5g,25.25%,883.75mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/900269/modern-flower-bubblegum?recommended=false&fromMenu=true"">Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Bubblegum"">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$45.00,3.5g,23.22%,812.70mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1167599/penn-health-group-cheese?recommended=false&fromMenu=true"">Cheese </a><br><a href=""https://www.leafly.com/search?q=Cheese "">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$47.00,3.5g,24.29%,850.15mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1091779/penn-health-group-do-si-dos?recommended=false&fromMenu=true"">Do Si Dos</a><br><a href=""https://www.leafly.com/search?q=Do Si Dos"">Leafly</a>",<class 'filter'>,Penn Health Group,Smalls,$90.00,7.0g,24.12%,1688.40mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/1156262/g-leaf-mai-tai-4?recommended=false&fromMenu=true"">Mai Tai #4</a><br><a href=""https://www.leafly.com/search?q=Mai Tai #4"">Leafly</a>",<class 'filter'>,gLeaf,Small Bud,$15.00,1.0g,23.00%,230.00mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/888078/grassroots-tahiti-lime?recommended=false&fromMenu=true"">Tahiti Lime</a><br><a href=""https://www.leafly.com/search?q=Tahiti Lime"">Leafly</a>",<class 'filter'>,Grassroots,Flower,$17.50,1.0g,20.36%,203.60mg,0.086/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1091780/penn-health-group-gnasha?recommended=false&fromMenu=true"">Gnasha</a><br><a href=""https://www.leafly.com/search?q=Gnasha"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$40.00,3.5g,25.70%,899.50mg,0.044/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1020751/strane-grandpas-stash?recommended=false&fromMenu=true"">Grandpa's Stash</a><br><a href=""https://www.leafly.com/search?q=Grandpa's Stash"">Leafly</a>",<class 'filter'>,Strane,Value Smalls,$70.00,7.0g,20.93%,1465.10mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/893103/verano-modified-grapes?recommended=false&fromMenu=true"">Modified Grapes</a><br><a href=""https://www.leafly.com/search?q=Modified Grapes"">Leafly</a>",<class 'filter'>,Verano,Reserve Flower,$41.25,3.5g,26.32%,921.20mg,0.045/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/893103/verano-modified-grapes?recommended=false&fromMenu=true"">Modified Grapes</a><br><a href=""https://www.leafly.com/search?q=Modified Grapes"">Leafly</a>",<class 'filter'>,Verano,Reserve Flower,$41.25,3.5g,26.32%,921.20mg,0.045/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/485892/cresco-sugar-plum-sunset?recommended=false&fromMenu=true"">Sugar Plum Sunset</a><br><a href=""https://www.leafly.com/search?q=Sugar Plum Sunset"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,23.72%,830.20mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/789785/cresco-hazen-haze?recommended=false&fromMenu=true"">Hazen Haze</a><br><a href=""https://www.leafly.com/search?q=Hazen Haze"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,22.70%,794.50mg,0.069/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/812376/grassroots-bubba-diagonal?recommended=false&fromMenu=true"">Bubba Diagonal</a><br><a href=""https://www.leafly.com/search?q=Bubba Diagonal"">Leafly</a>",<class 'filter'>,Grassroots,Premium,$95.00,7.0g,23.39%,1637.30mg,0.058/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/902068/kind-tree-super-skunk?recommended=false&fromMenu=true"">Super Skunk</a><br><a href=""https://www.leafly.com/search?q=Super Skunk"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.00,3.5g,24.73%,865.55mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/615577/moxie-viper-city?recommended=false&fromMenu=true"">Viper City</a><br><a href=""https://www.leafly.com/search?q=Viper City"">Leafly</a>",<class 'filter'>,Moxie,Flower,$55.00,3.5g,25.88%,905.80mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1053526/shine-la-kush-cake-2?recommended=false&fromMenu=true"">LA Kush Cake #2</a><br><a href=""https://www.leafly.com/search?q=LA Kush Cake #2"">Leafly</a>",<class 'filter'>,&Shine,Select Grind,$50.00,7.0g,23.92%,1674.40mg,0.030/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/683143/seven-hills-cornbread?recommended=false&fromMenu=true"">Cornbread</a><br><a href=""https://www.leafly.com/search?q=Cornbread"">Leafly</a>",<class 'filter'>,Seven Hills,Flower,$45.00,3.5g,20.66%,723.10mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/221748/farmaceutical-rx-chem-4?recommended=false&fromMenu=true"">Chem 4</a><br><a href=""https://www.leafly.com/search?q=Chem 4"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.00,3.5g,28.33%,991.55mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/900269/modern-flower-bubblegum?recommended=false&fromMenu=true"">Bubblegum</a><br><a href=""https://www.leafly.com/search?q=Bubblegum"">Leafly</a>",<class 'filter'>,Modern Flower,Flower,$45.00,3.5g,23.34%,816.90mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/994355/float-jokerz-candy?recommended=false&fromMenu=true"">Jokerz Candy</a><br><a href=""https://www.leafly.com/search?q=Jokerz Candy"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,23.06%,807.10mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1020924/good-green-cereal-milk-2?recommended=false&fromMenu=true"">Cereal Milk #2</a><br><a href=""https://www.leafly.com/search?q=Cereal Milk #2"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,22.55%,1578.50mg,0.054/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1059093/terrapin-star-chasm?recommended=false&fromMenu=true"">Star Chasm</a><br><a href=""https://www.leafly.com/search?q=Star Chasm"">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$42.62,3.5g,21.66%,758.10mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/594600/supply-lime-sorbet?recommended=false&fromMenu=true"">Lime Sorbet</a><br><a href=""https://www.leafly.com/search?q=Lime Sorbet"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,25.87%,1810.90mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1093087/insa-rntz?recommended=false&fromMenu=true"">Rntz</a><br><a href=""https://www.leafly.com/search?q=Rntz"">Leafly</a>",<class 'filter'>,INSA,Smalls,$80.00,7.0g,28.36%,1985.20mg,0.040/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/803470/cresco-petrol-pine?recommended=false&fromMenu=true"">Petrol Pine</a><br><a href=""https://www.leafly.com/search?q=Petrol Pine"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,27.43%,960.05mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1103891/supply-707-headband?recommended=false&fromMenu=true"">707 Headband</a><br><a href=""https://www.leafly.com/search?q=707 Headband"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,20.36%,1425.20mg,0.063/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/475174/strane-white-mac?recommended=false&fromMenu=true"">White MAC</a><br><a href=""https://www.leafly.com/search?q=White MAC"">Leafly</a>",<class 'filter'>,Strane,Flower,$35.00,3.5g,31.20%,1092.00mg,0.032/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/40421/cresco-durban?recommended=false&fromMenu=true"">Durban</a><br><a href=""https://www.leafly.com/search?q=Durban"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,20.89%,731.15mg,0.075/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/854345/good-green-animal-mints-10?recommended=false&fromMenu=true"">Animal Mints #10</a><br><a href=""https://www.leafly.com/search?q=Animal Mints #10"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,21.49%,1504.30mg,0.057/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/1072668/float-fried-ice-cream?recommended=false&fromMenu=true"">Fried Ice Cream</a><br><a href=""https://www.leafly.com/search?q=Fried Ice Cream"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,24.05%,841.75mg,0.059/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/983715/terrapin-hash-haze?recommended=false&fromMenu=true"">Hash Haze</a><br><a href=""https://www.leafly.com/search?q=Hash Haze"">Leafly</a>",<class 'filter'>,Terrapin,House Shelf,$38.00,3.5g,20.73%,725.55mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/505030/organic-remedies-wintergreen-og?recommended=false&fromMenu=true"">Wintergreen OG</a><br><a href=""https://www.leafly.com/search?q=Wintergreen OG"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$45.00,3.5g,26.77%,936.95mg,0.048/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/832008/rythm-la-kush-cake-2?recommended=false&fromMenu=true"">LA Kush Cake #2</a><br><a href=""https://www.leafly.com/search?q=LA Kush Cake #2"">Leafly</a>",<class 'filter'>,Rythm,Premium Flower,$41.25,3.5g,28.15%,985.25mg,0.042/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/994355/float-jokerz-candy?recommended=false&fromMenu=true"">Jokerz Candy</a><br><a href=""https://www.leafly.com/search?q=Jokerz Candy"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,21.23%,743.05mg,0.067/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1182061/penn-health-group-golden-velvet?recommended=false&fromMenu=true"">Golden Velvet</a><br><a href=""https://www.leafly.com/search?q=Golden Velvet"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$47.00,3.5g,23.90%,836.50mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/854345/good-green-animal-mints-10?recommended=false&fromMenu=true"">Animal Mints #10</a><br><a href=""https://www.leafly.com/search?q=Animal Mints #10"">Leafly</a>",<class 'filter'>,Good Green,Smalls,$85.00,7.0g,22.06%,1544.20mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/832121/cresco-814-fireworks?recommended=false&fromMenu=true"">814 Fireworks</a><br><a href=""https://www.leafly.com/search?q=814 Fireworks"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,34.47%,1206.45mg,0.046/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/972847/maitri-genetics-snt-2?recommended=false&fromMenu=true"">SNT #2</a><br><a href=""https://www.leafly.com/search?q=SNT #2"">Leafly</a>",<class 'filter'>,Maitri Genetics,Flower,$55.00,3.5g,28.47%,996.45mg,0.055/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/782552/cresco-directors-cut?recommended=false&fromMenu=true"">Director's Cut</a><br><a href=""https://www.leafly.com/search?q=Director's Cut"">Leafly</a>",<class 'filter'>,Cresco,Premium Flower,$55.00,3.5g,25.83%,904.05mg,0.061/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/984323/organic-remedies-grape-killer-99?recommended=false&fromMenu=true"">Grape Killer 99</a><br><a href=""https://www.leafly.com/search?q=Grape Killer 99"">Leafly</a>",<class 'filter'>,Organic Remedies,Flower,$45.00,3.5g,25.56%,894.60mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/251015/farmaceutical-rx-jordan-23?recommended=false&fromMenu=true"">Jordan 23</a><br><a href=""https://www.leafly.com/search?q=Jordan 23"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.00,3.5g,30.32%,1061.20mg,0.052/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/975775/maitri-genetics-wedding-cake?recommended=false&fromMenu=true"">Wedding Cake</a><br><a href=""https://www.leafly.com/search?q=Wedding Cake"">Leafly</a>",<class 'filter'>,Maitri Genetics,Smalls,$90.00,7.0g,25.20%,1764.00mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/940859/r-o-double-tangie-banana?recommended=false&fromMenu=true"">Double Tangie Banana</a><br><a href=""https://www.leafly.com/search?q=Double Tangie Banana"">Leafly</a>",<class 'filter'>,R.O.,Flower,$35.00,3.5g,16.10%,563.50mg,0.062/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/803471/supply-petrol-pine?recommended=false&fromMenu=true"">Petrol Pine</a><br><a href=""https://www.leafly.com/search?q=Petrol Pine"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,24.12%,1688.40mg,0.053/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/1116671/classix-war-pig?recommended=false&fromMenu=true"">War Pig</a><br><a href=""https://www.leafly.com/search?q=War Pig"">Leafly</a>",<class 'filter'>,Classix,Flower,$40.00,3.5g,24.90%,871.50mg,0.046/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/1033566/float-gluelato?recommended=false&fromMenu=true"">Gluelato</a><br><a href=""https://www.leafly.com/search?q=Gluelato"">Leafly</a>",<class 'filter'>,Float,Flower,$50.00,3.5g,27.88%,975.80mg,0.051/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4004/products/487424/insamac-1?recommended=false&fromMenu=true"">MAC #1</a><br><a href=""https://www.leafly.com/search?q=MAC #1"">Leafly</a>",<class 'filter'>,INSA,Flower,$54.00,3.5g,22.10%,773.50mg,0.070/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/571458/supply-og-18?recommended=false&fromMenu=true"">OG 18</a><br><a href=""https://www.leafly.com/search?q=OG 18"">Leafly</a>",<class 'filter'>,Supply,Small Flower,$90.00,7.0g,19.35%,1354.50mg,0.066/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/4415/products/679830/matter-sunset-mac?recommended=false&fromMenu=true"">Sunset Mac</a><br><a href=""https://www.leafly.com/search?q=Sunset Mac"">Leafly</a>",<class 'filter'>,matter.,Flower,$30.00,3.5g,19.14%,669.90mg,0.045/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3850/products/1182061/penn-health-group-golden-velvet?recommended=false&fromMenu=true"">Golden Velvet</a><br><a href=""https://www.leafly.com/search?q=Golden Velvet"">Leafly</a>",<class 'filter'>,Penn Health Group,Flower,$47.00,3.5g,23.90%,836.50mg,0.056/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/745988/kind-tree-afghani?recommended=false&fromMenu=true"">Afghani</a><br><a href=""https://www.leafly.com/search?q=Afghani"">Leafly</a>",<class 'filter'>,Kind Tree,Flower,$45.02,3.5g,19.80%,693.00mg,0.065/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/932858/terrapin-grapefruit-cupcakes-gfc?recommended=false&fromMenu=true"">Grapefruit Cupcakes - GFC</a><br><a href=""https://www.leafly.com/search?q=Grapefruit Cupcakes - GFC"">Leafly</a>",<class 'filter'>,Terrapin,Top Shelf,$43.00,3.5g,19.20%,672.00mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/749309/terrapin-hades-orchard?recommended=false&fromMenu=true"">Hades' Orchard</a><br><a href=""https://www.leafly.com/search?q=Hades' Orchard"">Leafly</a>",<class 'filter'>,Terrapin,Flower,$43.96,3.5g,25.23%,883.05mg,0.050/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3965/products/518822/calypso-snow-cone?recommended=false&fromMenu=true"">Snow Cone</a><br><a href=""https://www.leafly.com/search?q=Snow Cone"">Leafly</a>",<class 'filter'>,Calypso,Flower,$55.00,3.5g,14.73%,515.55mg,0.107/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/130542/verano-wedding-cake?recommended=false&fromMenu=true"">Wedding Cake</a><br><a href=""https://www.leafly.com/search?q=Wedding Cake"">Leafly</a>",<class 'filter'>,Verano,Essence Flower,$37.50,3.5g,27.26%,954.10mg,0.039/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3851/products/594602/supply-critical-purple-kush?recommended=false&fromMenu=true"">Critical Purple Kush</a><br><a href=""https://www.leafly.com/search?q=Critical Purple Kush"">Leafly</a>",<class 'filter'>,Supply,Smalls,$90.00,7.0g,20.23%,1416.10mg,0.064/mg
IHJ,"<a href=""http://www.iheartjane.com/embed/stores/3839/products/252579/farmaceutical-rx-harrys-kush?recommended=false&fromMenu=true"">Harry's Kush</a><br><a href=""https://www.leafly.com/search?q=Harry's Kush"">Leafly</a>",<class 'filter'>,FarmaceuticalRx,Flower,$55.00,3.5g,26.33%,921.55mg,0.060/mg
