store location, store zip, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
Philadelphia - Chestnut St,17301,Banana OG ,Indica,CRESCO,Flower,$30.00,3.5g,20.65%,722.75mg,0.042/mg
Pittsburgh,15112,Pink 2.0 ,Indica,OLD PAL,Flower,$59.99,7.0g,19.20%,1344.00mg,0.045/mg
Philadelphia - Chestnut St,17301,War Pig ,Indica,CLASSIX,Flower,$40.00,3.5g,24.99%,874.65mg,0.046/mg
Butler,16001,Lime Bars  ,Indica,SUPPLY,Small,$80.01,7.0g,22.41%,1568.70mg,0.051/mg
Montgomeryville,18936,Banana OG ,Indica,CRESCO,Flower,$30.00,3.5g,20.65%,722.75mg,0.042/mg
Lancaster,17601,Animal Mints #10  ,Indica,GOOD GREEN,Small,$84.98,7.0g,21.85%,1529.50mg,0.056/mg
Butler,16001,Cold as Ice  ,Sativa,SUPPLY,Small,$80.01,7.0g,24.78%,1734.60mg,0.046/mg
Pittsburgh,15112,Moonshine Haze ,Sativa,TERRAPIN,Flower,$37.00,3.5g,15.68%,548.80mg,0.067/mg
Philadelphia - Chestnut St,17301,GG #4  ,Indica,SUPPLY,Small,$60.00,7.0g,19.84%,1388.80mg,0.043/mg
New Kensington,18833,Memory Loss ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,18.41%,644.35mg,0.074/mg
New Kensington,18833,Sour Diesel ,Sativa,RYTHM,Flower,$59.99,3.5g,21.35%,747.25mg,0.080/mg
Lancaster,17601,Purple Passion ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.46%,786.10mg,0.057/mg
Philadelphia - Chestnut St,17301,Sour Tangie ,Sativa,TERRAPIN,Flower,$31.99,3.5g,18.57%,649.95mg,0.049/mg
Ambler,19002,Gelato #33 I95  ,Hybrid,SUPPLY,Small,$80.01,7.0g,19.86%,1390.20mg,0.058/mg
Ambler,19002,Glazed Enigma  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,13.93%,975.10mg,0.041/mg
Phoenixville,19460,WC Watermelon Z ,Indica,CRESCO,Flower,$45.01,3.5g,25.02%,875.70mg,0.051/mg
Philadelphia - Chestnut St,17301,Blue Beach Haze ,Sativa,MODERN FLOWER,Flower,$45.01,3.5g,23.51%,822.85mg,0.055/mg
New Kensington,18833,Spiked Mai Tai ,Sativa,CRESCO,Flower,$45.01,3.5g,26.51%,927.85mg,0.049/mg
Butler,16001,Banana OG  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,16.89%,1182.30mg,0.034/mg
Montgomeryville,18936,Golden Goose  ,Indica,SUPPLY,Small,$80.01,7.0g,18.54%,1297.80mg,0.062/mg
New Kensington,18833,Kosher Tangie ,Hybrid,CRESCO,Flower,$30.00,3.5g,20.49%,717.15mg,0.042/mg
Butler,16001,Pink Boogaloo ,Hybrid,MODERN FLOWER,Flower,$44.98,3.5g,22.05%,771.75mg,0.058/mg
Ambler,19002,Jack Herer & Shine   ,Sativa,& SHINE,Lightly Ground Trim,$49.98,7.0g,24.13%,1689.10mg,0.030/mg
Phoenixville,19460,Memory Loss #22 ,Hybrid,GRASSROOTS,Flower,$94.99,7.0g,18.98%,1328.60mg,0.071/mg
New Kensington,18833,Lemon Meringue  ,Sativa,GOOD GREEN,Small,$84.98,7.0g,16.93%,1185.10mg,0.072/mg
Ambler,19002,Dream Queen ,Sativa,AGRI-KIND,Flower,$35.00,3.5g,17.11%,598.85mg,0.058/mg
Philadelphia - Chestnut St,17301,Hybrid Blend  ,Hybrid,FLOAT,Ground Flower,$24.99,3.5g,22.82%,798.70mg,0.031/mg
Ambler,19002,Pretty Wicked ,Hybrid,AGRI-KIND,Flower,$44.98,3.5g,21.37%,747.95mg,0.060/mg
Philadelphia - Chestnut St,17301,Kosher Tangie  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,13.84%,968.80mg,0.041/mg
New Kensington,18833,Classic Bubble Bath #16 ,Hybrid,LOST IN TRANSLATION,Flower,$50.02,3.5g,20.75%,726.25mg,0.069/mg
Lancaster,17601,Purple Punch ,Indica,RYTHM,Flower,$54.98,3.5g,21.96%,768.60mg,0.072/mg
Philadelphia - Chestnut St,17301,GG #4  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,13.35%,934.50mg,0.043/mg
New Kensington,18833,Sugar Plum Sunset  ,Indica,SUPPLY,Small,$80.01,7.0g,20.94%,1465.80mg,0.055/mg
New Kensington,18833,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.96%,803.60mg,0.060/mg
Butler,16001,Strawberry Cherry Gelato ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.06%,772.10mg,0.058/mg
Ambler,19002,Cool Grapes #66 ,Hybrid,GRASSROOTS,Flower,$84.98,7.0g,20.07%,1404.90mg,0.060/mg
Pittsburgh,15112,Chemex ,Sativa,CRESCO,Flower,$45.01,3.5g,26.27%,919.45mg,0.049/mg
Pittsburgh,15112,Amarena Cherry Float ,Hybrid,FLOAT,Flower,$50.02,3.5g,25.69%,899.15mg,0.056/mg
Montgomeryville,18936,Petrol Pine  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,27.04%,1892.80mg,0.021/mg
Philadelphia - Chestnut St,17301,Burnt Toast #4  ,Hybrid,GOOD GREEN,Small,$84.98,7.0g,23.32%,1632.40mg,0.052/mg
Butler,16001,Glazed Enigma  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,13.93%,975.10mg,0.041/mg
Ambler,19002,Super Lemon Haze  ,Sativa,REVEL,Small,$74.97,7.0g,20.97%,1467.90mg,0.051/mg
Philadelphia - Chestnut St,17301,707 Headband  ,Indica,SUPPLY,Small,$80.01,7.0g,20.95%,1466.50mg,0.055/mg
Philadelphia - Chestnut St,17301,Brandywine ,Sativa,AGRI-KIND,Flower,$44.98,3.5g,21.31%,745.85mg,0.060/mg
Pittsburgh,15112,Gelato #33 I95 ,Hybrid,CRESCO,Flower,$30.00,3.5g,20.89%,731.15mg,0.041/mg
Ambler,19002,WC Watermelon Z ,Indica,CRESCO,Flower,$45.01,3.5g,25.02%,875.70mg,0.051/mg
Lancaster,17601,Strawberry Cherry Gelato ,Hybrid,CRESCO,Flower,$45.01,3.5g,25.51%,892.85mg,0.050/mg
New Kensington,18833,Cool Grapes #66 ,Hybrid,GRASSROOTS,Flower,$74.97,7.0g,20.07%,1404.90mg,0.053/mg
Montgomeryville,18936,Petrol Pine  ,Indica,SUPPLY,Small,$80.01,7.0g,21.76%,1523.20mg,0.053/mg
Montgomeryville,18936,Oregon Silver Haze  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.91%,1673.70mg,0.048/mg
Pittsburgh,15112,Lemon Meringue ,Sativa,RYTHM,Flower,$54.98,3.5g,16.93%,592.55mg,0.093/mg
New Kensington,18833,Oregon Silver Haze  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.91%,1673.70mg,0.048/mg
Lancaster,17601,MAC  Bud,Hybrid,GLEAF,Small,$70.00,7.0g,23.71%,1659.70mg,0.042/mg
Philadelphia - Chestnut St,17301,Classic Red Sangria ,Sativa,LOST IN TRANSLATION,Flower,$50.02,3.5g,18.07%,632.45mg,0.079/mg
Montgomeryville,18936,GG #4 ,Indica,FRX,Flower,$17.00,1.0g,20.38%,203.80mg,0.083/mg
Montgomeryville,18936,GG #4 Mini ,Indica,FRX,Flower,$50.02,3.5g,24.53%,858.55mg,0.058/mg
Lancaster,17601,Tahoe OG ,Hybrid,CALYPSO,Flower,$79.94,7.0g,20.30%,1421.00mg,0.056/mg
New Kensington,18833,OKC ,Hybrid,KIND TREE,Flower,$25.00,3.5g,13.28%,464.80mg,0.054/mg
New Kensington,18833,Strawberry Amnesia  Grind ,Sativa,SECHE,Fine Grind Flower,$39.97,7.0g,16.69%,1168.30mg,0.034/mg
Pittsburgh,15112,Durban #5  ,Sativa,GOOD GREEN,Small,$84.98,7.0g,21.25%,1487.50mg,0.057/mg
Pittsburgh,15112,Tangilope ,Sativa,THE BANK,Flower,$35.00,3.5g,19.56%,684.60mg,0.051/mg
Lancaster,17601,Durban  ,Sativa,SUPPLY,Small,$60.00,7.0g,19.37%,1355.90mg,0.044/mg
Philadelphia - Chestnut St,17301,Hot Stuff ,Indica,CRESCO,Flower,$45.01,3.5g,25.66%,898.10mg,0.050/mg
Ambler,19002,Tina ,Indica,CRESCO,Flower,$45.01,3.5g,24.65%,862.75mg,0.052/mg
Montgomeryville,18936,Tangie ,Sativa,TERRAPIN,Flower,$31.99,3.5g,14.65%,512.75mg,0.062/mg
Butler,16001,Gelato #41 x Dosido ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,19.16%,670.60mg,0.072/mg
Montgomeryville,18936,Ice Cream Bean ,Indica,INSA,Flower,$49.98,3.5g,25.17%,880.95mg,0.057/mg
Pittsburgh,15112,Tahiti Lime ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,12.77%,446.95mg,0.107/mg
New Kensington,18833,Morning Dew  Bud,Hybrid,GLEAF,Small,$70.00,7.0g,24.99%,1749.30mg,0.040/mg
New Kensington,18833,Purple Passion  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.17%,1551.90mg,0.052/mg
Ambler,19002,Kosher Tangie ,Hybrid,CRESCO,Flower,$30.00,3.5g,23.27%,814.45mg,0.037/mg
Philadelphia - Chestnut St,17301,Cold as Ice  ,Sativa,SUPPLY,Small,$80.01,7.0g,25.90%,1813.00mg,0.044/mg
Philadelphia - Chestnut St,17301,Oregon Silver Haze ,Sativa,CRESCO,Flower,$45.01,3.5g,23.52%,823.20mg,0.055/mg
Philadelphia - Chestnut St,17301,Spiked Mai Tai  ,Sativa,SUPPLY,Small,$80.01,7.0g,24.98%,1748.60mg,0.046/mg
Ambler,19002,White Truffle ,Indica,FRX,Flower,$54.98,3.5g,23.52%,823.20mg,0.067/mg
Butler,16001,Remo Chemo  Grind ,Indica,SECHE,Fine Grind Flower,$39.97,7.0g,12.88%,901.60mg,0.044/mg
Ambler,19002,Hazen Haze  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,13.99%,979.30mg,0.041/mg
Ambler,19002,Banana OG  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,17.18%,1202.60mg,0.033/mg
Philadelphia - Chestnut St,17301,Bubba Diagonal ,Indica,GRASSROOTS,Flower,$15.00,1.0g,16.05%,160.50mg,0.093/mg
Philadelphia - Chestnut St,17301,The Menage  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,14.42%,1009.40mg,0.040/mg
Philadelphia - Chestnut St,17301,Dynamite Diesel ,Sativa,KIND TREE,Flower,$25.00,3.5g,23.28%,814.80mg,0.031/mg
Ambler,19002,Pelirroja #42 ,Sativa,GRASSROOTS,Flower,$15.00,1.0g,13.61%,136.10mg,0.110/mg
Butler,16001,White Truffle ,Indica,FRX,Flower,$54.98,3.5g,23.52%,823.20mg,0.067/mg
Phoenixville,19460,Banana Cream ,Indica,RYTHM,Flower,$54.98,3.5g,26.41%,924.35mg,0.059/mg
Pittsburgh,15112,Biscotti ,Indica,INSA,Flower,$33.98,3.5g,15.69%,549.15mg,0.062/mg
Pittsburgh,15112,Zombie Kush ,Indica,SEVEN HILLS,Flower,$35.00,3.5g,21.75%,761.25mg,0.046/mg
Pittsburgh,15112,Cool Grapes #66 ,Hybrid,GRASSROOTS,Flower,$74.97,7.0g,20.07%,1404.90mg,0.053/mg
Lancaster,17601,Citrus Daydream ,Sativa,CRESCO,Flower,$30.00,3.5g,22.97%,803.95mg,0.037/mg
Ambler,19002,Deadhead OG ,Hybrid,GLEAF,Flower,$35.00,3.5g,20.55%,719.25mg,0.049/mg
Pittsburgh,15112,Super Silver Haze ,Sativa,OLD PAL,Flower,$59.99,7.0g,21.35%,1494.50mg,0.040/mg
Lancaster,17601,Kosher Tangie  ,Hybrid,SUPPLY,Small,$79.94,7.0g,22.56%,1579.20mg,0.051/mg
Lancaster,17601,Tahiti Lime ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,12.77%,446.95mg,0.107/mg
Pittsburgh,15112,Banana OG ,Indica,CRESCO,Flower,$30.00,3.5g,20.42%,714.70mg,0.042/mg
Phoenixville,19460,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.96%,803.60mg,0.060/mg
Pittsburgh,15112,Fruit Pie ,Indica,CALYPSO,Flower,$80.01,7.0g,23.89%,1672.30mg,0.048/mg
Montgomeryville,18936,Dream Queen ,Sativa,AGRI-KIND,Flower,$35.00,3.5g,16.93%,592.55mg,0.059/mg
New Kensington,18833,Cool Grapes #65 ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,20.11%,703.85mg,0.068/mg
Lancaster,17601,707 Headband  ,Indica,SUPPLY,Small,$60.00,7.0g,19.81%,1386.70mg,0.043/mg
Montgomeryville,18936,Chem De La Chem ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,22.57%,789.95mg,0.061/mg
Phoenixville,19460,Bubble Bath #16 ,Hybrid,LOST IN TRANSLATION,Flower,$50.02,3.5g,20.75%,726.25mg,0.069/mg
New Kensington,18833,Durban  ,Sativa,SUPPLY,Small,$60.00,7.0g,19.37%,1355.90mg,0.044/mg
Lancaster,17601,Sunny Diesel ,Hybrid,CLASSIX,Flower,$40.00,3.5g,22.03%,771.05mg,0.052/mg
Ambler,19002,Gelato #41 x Dosido ,Hybrid,GRASSROOTS,Flower,$15.00,1.0g,21.50%,215.00mg,0.070/mg
Montgomeryville,18936,Citrus Daydream ,Sativa,CRESCO,Flower,$30.00,3.5g,22.97%,803.95mg,0.037/mg
Philadelphia - Chestnut St,17301,Lime Bars ,Indica,CRESCO,Flower,$45.01,3.5g,22.68%,793.80mg,0.057/mg
Ambler,19002,Banana Punch ,Indica,AVENUE,Flower,$44.98,3.5g,22.39%,783.65mg,0.057/mg
Butler,16001,Lemon El Nino Haze ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,25.95%,908.25mg,0.066/mg
Butler,16001,Honey Badger ,Hybrid,MODERN FLOWER,Flower,$80.01,7.0g,18.09%,1266.30mg,0.063/mg
New Kensington,18833,Kush Cream #13 ,Indica,KYND,Flower,$50.02,3.5g,22.99%,804.65mg,0.062/mg
New Kensington,18833,Banana OG  ,Indica,SUPPLY,Small,$80.01,7.0g,23.65%,1655.50mg,0.048/mg
Pittsburgh,15112,Outer Space  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,13.15%,920.50mg,0.043/mg
Philadelphia - Chestnut St,17301,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$71.96,7.0g,26.31%,1841.70mg,0.039/mg
New Kensington,18833,Funky Pine ,Sativa,CRESCO,Flower,$45.01,3.5g,26.58%,930.30mg,0.048/mg
Ambler,19002,Norton x TW  ,Hybrid,AGRI-KIND,Smalls,$70.00,7.0g,22.13%,1549.10mg,0.045/mg
Butler,16001,Grease Bucket  7g,Indica,ORGANIC REMEDIES,Flower,$60.00,7.0g,18.30%,1281.00mg,0.047/mg
Pittsburgh,15112,Jack Herer ,Sativa,RYTHM,Flower,$54.98,3.5g,19.64%,687.40mg,0.080/mg
Pittsburgh,15112,Animal Mints #10 & Shine   ,Indica,& SHINE,Lightly Ground Trim,$49.98,7.0g,19.23%,1346.10mg,0.037/mg
Philadelphia - Chestnut St,17301,Indica Blend  ,Indica,FLOAT,Ground Flower,$24.99,3.5g,25.32%,886.20mg,0.028/mg
New Kensington,18833,Strawberry Cherry Gelato ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.06%,772.10mg,0.058/mg
Philadelphia - Chestnut St,17301,Norton x TW  ,Hybrid,AGRI-KIND,Smalls,$70.00,7.0g,22.13%,1549.10mg,0.045/mg
Lancaster,17601,MTF #2 ,Sativa,KYND,Flower,$49.98,3.5g,24.40%,854.00mg,0.059/mg
New Kensington,18833,Peanut Butter Breath ,Indica,FRX,Flower,$54.98,3.5g,14.47%,506.45mg,0.109/mg
Lancaster,17601,Citrus Daydream  ,Sativa,SUPPLY,Small,$79.94,7.0g,23.29%,1630.30mg,0.049/mg
New Kensington,18833,Tahiti Lime ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,12.77%,446.95mg,0.107/mg
Philadelphia - Chestnut St,17301,Yellow Brick Road ,Hybrid,AVENUE,Flower,$44.98,3.5g,22.40%,784.00mg,0.057/mg
Phoenixville,19460,Extreme Cream  ,Indica,GOOD GREEN,Small,$84.98,7.0g,20.31%,1421.70mg,0.060/mg
Montgomeryville,18936,Strawberry Cherry Gelato  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,12.17%,851.90mg,0.047/mg
Ambler,19002,Blood Orange  ,Hybrid,AGRI-KIND,Smalls,$59.99,7.0g,12.60%,882.00mg,0.068/mg
Phoenixville,19460,Pink 2.0 ,Indica,OLD PAL,Flower,$59.99,7.0g,19.20%,1344.00mg,0.045/mg
Pittsburgh,15112,Sunny Diesel ,Hybrid,CLASSIX,Flower,$39.97,3.5g,22.03%,771.05mg,0.052/mg
New Kensington,18833,Lime Bars ,Indica,CRESCO,Flower,$45.01,3.5g,22.68%,793.80mg,0.057/mg
Philadelphia - Chestnut St,17301,GMO ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,27.85%,974.75mg,0.062/mg
Pittsburgh,15112,MAC  Bud,Hybrid,GLEAF,Small,$70.00,7.0g,23.71%,1659.70mg,0.042/mg
Ambler,19002,Bio Jesus  ,Indica,SUPPLY,Small,$80.01,7.0g,20.83%,1458.10mg,0.055/mg
Ambler,19002,Keystone Banana ,Hybrid,CRESCO,Flower,$45.01,3.5g,27.02%,945.70mg,0.048/mg
Lancaster,17601,Pre 98 Bubba Minis ,Indica,R.O.,Flower,$30.00,3.5g,13.14%,459.90mg,0.065/mg
Ambler,19002,Rocket Fuel  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.74%,1591.80mg,0.050/mg
New Kensington,18833,ICB ,Indica,INSA,Flower,$49.98,3.5g,20.37%,712.95mg,0.070/mg
Lancaster,17601,Jack Herer  ,Sativa,GOOD GREEN,Small,$84.98,7.0g,21.23%,1486.10mg,0.057/mg
Phoenixville,19460,White Fire 43 Mini ,Hybrid,MOXIE,Flower,$44.98,3.5g,15.86%,555.10mg,0.081/mg
Ambler,19002,War Pig ,Indica,CLASSIX,Flower,$40.00,3.5g,24.99%,874.65mg,0.046/mg
Montgomeryville,18936,Kush Cream #13 ,Indica,KYND,Flower,$37.00,3.5g,22.99%,804.65mg,0.046/mg
Phoenixville,19460,MTF #2 ,Sativa,KYND,Flower,$49.98,3.5g,24.40%,854.00mg,0.059/mg
Butler,16001,Glazed Enigma ,Sativa,CRESCO,Flower,$30.00,3.5g,22.25%,778.75mg,0.039/mg
Lancaster,17601,Classic Blueberry  ,Indica,SECHE,Flower,$54.95,7.0g,20.66%,1446.20mg,0.038/mg
Lancaster,17601,Tahoe OG ,Hybrid,CALYPSO,Flower,$44.98,3.5g,20.03%,701.05mg,0.064/mg
Montgomeryville,18936,Golden Goose ,Indica,CRESCO,Flower,$45.01,3.5g,21.12%,739.20mg,0.061/mg
Philadelphia - Chestnut St,17301,Glazed Enigma ,Sativa,CRESCO,Flower,$30.00,3.5g,22.25%,778.75mg,0.039/mg
Phoenixville,19460,Runtz ,Hybrid,FRX,Flower,$54.98,3.5g,18.71%,654.85mg,0.084/mg
Phoenixville,19460,Yellow Brick Road ,Hybrid,AVENUE,Flower,$44.98,3.5g,23.54%,823.90mg,0.055/mg
Ambler,19002,Lemon Meringue  ,Sativa,GOOD GREEN,Small,$84.98,7.0g,16.93%,1185.10mg,0.072/mg
New Kensington,18833,Boocoo ,Indica,CALYPSO,Flower,$44.98,3.5g,22.17%,775.95mg,0.058/mg
Butler,16001,OG 18  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,12.41%,868.70mg,0.046/mg
Phoenixville,19460,Novarine ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,27.30%,955.50mg,0.050/mg
New Kensington,18833,Banana Punch ,Indica,AVENUE,Flower,$44.98,3.5g,22.64%,792.40mg,0.057/mg
Montgomeryville,18936,Critical Purple Kush ,Indica,CRESCO,Flower,$45.01,3.5g,21.74%,760.90mg,0.059/mg
Philadelphia - Chestnut St,17301,Hazen Haze  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.53%,1577.10mg,0.051/mg
Pittsburgh,15112,The Menage  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.04%,1542.80mg,0.052/mg
New Kensington,18833,Bubblegum XL  Grind ,Sativa,SECHE,Fine Grind Flower,$39.97,7.0g,19.07%,1334.90mg,0.030/mg
Montgomeryville,18936,Citrus Daydream  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,14.55%,1018.50mg,0.039/mg
New Kensington,18833,Cool Grapes #66 Premium ,Hybrid,GRASSROOTS,Flower,$74.98,7.0g,20.07%,1404.90mg,0.053/mg
New Kensington,18833,Lemon El Nino Haze ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,25.95%,908.25mg,0.066/mg
Phoenixville,19460,Hybrid Blend  ,Hybrid,FLOAT,Ground Flower,$24.99,3.5g,22.82%,798.70mg,0.031/mg
New Kensington,18833,Dynamite Cookies ,Sativa,TYSON 2.0,Flower,$58.00,3.5g,26.70%,934.50mg,0.062/mg
Montgomeryville,18936,Moonshine Haze ,Sativa,TERRAPIN,Flower,$37.00,3.5g,16.26%,569.10mg,0.065/mg
Lancaster,17601,Lime Bars ,Indica,CRESCO,Flower,$45.01,3.5g,23.52%,823.20mg,0.055/mg
Pittsburgh,15112,Watermelon Gelato #36 ,Indica,KYND,Flower,$50.02,3.5g,19.59%,685.65mg,0.073/mg
New Kensington,18833,WC Watermelon Z ,Indica,CRESCO,Flower,$45.01,3.5g,25.02%,875.70mg,0.051/mg
Butler,16001,Sage ,Sativa,FRX,Flower,$54.98,3.5g,17.61%,616.35mg,0.089/mg
New Kensington,18833,Strawberry Amnesia ,Sativa,THE BANK,Flower,$39.97,3.5g,21.05%,736.75mg,0.054/mg
Montgomeryville,18936,War Pig ,Indica,CLASSIX,Flower,$40.00,3.5g,24.99%,874.65mg,0.046/mg
Butler,16001,Cool Grapes #66 Premium ,Hybrid,GRASSROOTS,Flower,$74.98,7.0g,20.07%,1404.90mg,0.053/mg
Montgomeryville,18936,Morning Dew  Bud,Hybrid,GLEAF,Small,$79.94,7.0g,24.99%,1749.30mg,0.046/mg
Philadelphia - Chestnut St,17301,Rocket Fuel  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,13.47%,942.90mg,0.042/mg
Montgomeryville,18936,707 Headband  ,Indica,SUPPLY,Small,$79.94,7.0g,19.81%,1386.70mg,0.058/mg
Phoenixville,19460,Tahiti Lime Premium ,Hybrid,GRASSROOTS,Flower,$74.98,7.0g,19.05%,1333.50mg,0.056/mg
New Kensington,18833,Director's Cut ,Hybrid,CRESCO,Flower,$45.01,3.5g,23.17%,810.95mg,0.056/mg
Philadelphia - Chestnut St,17301,Spiked Mai Tai ,Sativa,CRESCO,Flower,$45.01,3.5g,26.51%,927.85mg,0.049/mg
Ambler,19002,Runtz ,Hybrid,FRX,Flower,$54.98,3.5g,18.71%,654.85mg,0.084/mg
New Kensington,18833,London PC ,Indica,INSA,Flower,$79.94,7.0g,19.72%,1380.40mg,0.058/mg
New Kensington,18833,Alien Beans ,Indica,TERRAPIN,Flower,$37.00,3.5g,22.46%,786.10mg,0.047/mg
Butler,16001,Lime Bars  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.51%,1085.70mg,0.037/mg
Butler,16001,Lime Bars ,Indica,CRESCO,Flower,$45.01,3.5g,22.59%,790.65mg,0.057/mg
Phoenixville,19460,Strawberry Star ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,26.32%,921.20mg,0.065/mg
Butler,16001,Memory Loss ,Hybrid,GRASSROOTS,Flower,$15.00,1.0g,18.41%,184.10mg,0.081/mg
Montgomeryville,18936,MacDaddy ,Sativa,CRESCO,Flower,$45.01,3.5g,27.90%,976.50mg,0.046/mg
Butler,16001,Wedding Gelato ,Hybrid,MODERN FLOWER,Flower,$30.00,3.5g,22.44%,785.40mg,0.038/mg
Montgomeryville,18936,Runtz ,Hybrid,FRX,Flower,$54.98,3.5g,18.71%,654.85mg,0.084/mg
Lancaster,17601,Gelato #41 x Dosido ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,21.50%,752.50mg,0.064/mg
Philadelphia - Chestnut St,17301,Cherry Diesel  Bud,Hybrid,GLEAF,Small,$70.00,7.0g,21.32%,1492.40mg,0.047/mg
Butler,16001,Tahoe OG ,Hybrid,CALYPSO,Flower,$44.98,3.5g,20.03%,701.05mg,0.064/mg
New Kensington,18833,Silly Susan Premium ,Indica,GRASSROOTS,Flower,$74.98,7.0g,21.45%,1501.50mg,0.050/mg
Lancaster,17601,Purple Z  7g,Indica,ORGANIC REMEDIES,Flower,$60.00,7.0g,17.75%,1242.50mg,0.048/mg
Philadelphia - Chestnut St,17301,Tina  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.83%,1108.10mg,0.036/mg
Butler,16001,Drops of Jupiter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.96%,803.60mg,0.060/mg
Pittsburgh,15112,L'Orange ,Sativa,RYTHM,Flower,$54.98,3.5g,23.58%,825.30mg,0.067/mg
Butler,16001,Ice Cream Cake ,Indica,VERANO ESSENCE,Flower,$50.02,3.5g,20.57%,719.95mg,0.069/mg
Phoenixville,19460,White Durban & Shine   ,Sativa,& SHINE,Lightly Ground Trim,$49.98,7.0g,19.99%,1399.30mg,0.036/mg
New Kensington,18833,Runtz ,Hybrid,FRX,Flower,$54.98,3.5g,18.71%,654.85mg,0.084/mg
Montgomeryville,18936,Pretty Wicked  ,Hybrid,AGRI-KIND,Smalls,$59.99,7.0g,16.82%,1177.40mg,0.051/mg
Butler,16001,Dough Lato ,Hybrid,INSA,Flower,$39.97,3.5g,20.83%,729.05mg,0.055/mg
Ambler,19002,Ice Cream Cake  ,Indica,GOOD GREEN,Small,$84.98,7.0g,20.21%,1414.70mg,0.060/mg
Montgomeryville,18936,Jokerz Candy Float ,Sativa,FLOAT,Flower,$49.98,3.5g,27.83%,974.05mg,0.051/mg
New Kensington,18833,Mr. Nasty ,Hybrid,KYND,Flower,$50.02,3.5g,24.74%,865.90mg,0.058/mg
Ambler,19002,Apple Cobbler  ,Hybrid,GOOD GREEN,Small,$84.98,7.0g,22.58%,1580.60mg,0.054/mg
Pittsburgh,15112,Spiked Mai Tai  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.13%,1619.10mg,0.049/mg
Pittsburgh,15112,Lime Bars  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.51%,1085.70mg,0.037/mg
Butler,16001,Animal Mints #10 ,Indica,RYTHM,Flower,$54.98,3.5g,21.97%,768.95mg,0.072/mg
Pittsburgh,15112,Lemon El Nino Haze ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,25.95%,908.25mg,0.066/mg
Lancaster,17601,Jack Herer ,Sativa,RYTHM,Flower,$54.98,3.5g,19.64%,687.40mg,0.080/mg
Philadelphia - Chestnut St,17301,Sweet Cheese  ,Sativa,AGRI-KIND,Smalls,$59.99,7.0g,16.30%,1141.00mg,0.053/mg
Montgomeryville,18936,OG 18 ,Indica,CRESCO,Flower,$45.01,3.5g,20.25%,708.75mg,0.064/mg
Lancaster,17601,Golden Goose  ,Indica,SUPPLY,Small,$79.94,7.0g,18.54%,1297.80mg,0.062/mg
Montgomeryville,18936,Purple Passion ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.38%,783.30mg,0.057/mg
